Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2024-05-06,27463657361740.46,7097190278087.13,34560847639827.59,1,2024,3,2024,2,05,06
2024-05-03,27462531568558.89,7085674715847.52,34548206284406.41,1,2024,3,2024,2,05,03
2024-05-02,27462987329423.76,7100361488780.74,34563348818204.50,1,2024,3,2024,2,05,02
2024-05-01,27479892592950.49,7078393608553.75,34558286201504.24,1,2024,3,2024,2,05,01
2024-04-30,27480960216618.32,7136033799632.56,34616994016250.88,1,2024,3,2024,2,04,30
2024-04-29,27445183037521.17,7117577083996.89,34562760121518.06,1,2024,3,2024,2,04,29
2024-04-26,27444491423362.55,7113923533728.96,34558414957091.51,1,2024,3,2024,2,04,26
2024-04-25,27443681857808.67,7111287168059.44,34554969025868.11,1,2024,3,2024,2,04,25
2024-04-24,27461572886205.56,7110054235908.52,34571627122114.08,1,2024,3,2024,2,04,24
2024-04-23,27461262921654.41,7120619319098.66,34581882240753.07,1,2024,3,2024,2,04,23
2024-04-22,27486473714908.65,7105302639344.76,34591776354253.41,1,2024,3,2024,2,04,22
2024-04-19,27484861367243.35,7100666815532.11,34585528182775.46,1,2024,3,2024,2,04,19
2024-04-18,27485307938326.14,7097787027218.40,34583094965544.54,1,2024,3,2024,2,04,18
2024-04-17,27491018195859.82,7085470313069.10,34576488508928.92,1,2024,3,2024,2,04,17
2024-04-16,27491006854258.45,7099994476618.46,34591001330876.91,1,2024,3,2024,2,04,16
2024-04-15,27525652789136.96,7077550042873.79,34603202832010.75,1,2024,3,2024,2,04,15
2024-04-12,27509636671273.47,7043582954372.04,34553219625645.51,1,2024,3,2024,2,04,12
2024-04-11,27509726461018.85,7041110153612.83,34550836614631.68,1,2024,3,2024,2,04,11
2024-04-10,27524683546141.80,7036331970814.48,34561015516956.28,1,2024,3,2024,2,04,10
2024-04-09,27523837629266.01,7057172370278.52,34581009999544.53,1,2024,3,2024,2,04,09
2024-04-08,27559152334116.88,7049260226525.59,34608412560642.47,1,2024,3,2024,2,04,08
2024-04-05,27558067093863.29,7042576398721.81,34600643492585.10,1,2024,3,2024,2,04,05
2024-04-04,27557979891134.54,7040988643812.82,34598968534947.36,1,2024,3,2024,2,04,04
2024-04-03,27570738421546.27,7033599371339.04,34604337792885.31,1,2024,3,2024,2,04,03
2024-04-02,27571024016005.42,7051267854045.71,34622291870051.13,1,2024,3,2024,2,04,02
2024-04-01,27597003078569.01,7030198254495.09,34627201333064.10,1,2024,3,2024,2,04,01
2024-03-29,27511454993243.97,7075078486105.91,34586533479349.88,1,2024,2,2024,1,03,29
2024-03-28,27511740986475.77,7066868170703.55,34578609157179.32,1,2024,2,2024,1,03,28
2024-03-27,27503290057476.61,7069909488364.82,34573199545841.43,1,2024,2,2024,1,03,27
2024-03-26,27500757154307.80,7093631715867.86,34594388870175.66,1,2024,2,2024,1,03,26
2024-03-25,27512574463575.43,7085613527787.28,34598187991362.71,1,2024,2,2024,1,03,25
2024-03-22,27511504384092.25,7070616881941.32,34582121266033.57,1,2024,2,2024,1,03,22
2024-03-21,27511234577616.74,7066797643893.09,34578032221509.83,1,2024,2,2024,1,03,21
2024-03-20,27495310693451.23,7065862968742.96,34561173662194.19,1,2024,2,2024,1,03,20
2024-03-19,27495560223464.06,7086744301426.82,34582304524890.88,1,2024,2,2024,1,03,19
2024-03-18,27486890326230.45,7064472922609.44,34551363248839.89,1,2024,2,2024,1,03,18
2024-03-15,27486685431293.39,7056153065969.55,34542838497262.94,1,2024,2,2024,1,03,15
2024-03-14,27434194395974.08,7052025630311.87,34486220026285.95,1,2024,2,2024,1,03,14
2024-03-13,27424590793153.92,7051283950252.72,34475874743406.64,1,2024,2,2024,1,03,13
2024-03-12,27424259576638.32,7072944247261.90,34497203823900.22,1,2024,2,2024,1,03,12
2024-03-11,27411563369863.19,7059919295715.01,34471482665578.20,1,2024,2,2024,1,03,11
2024-03-08,27410398214937.37,7054660043964.07,34465058258901.44,1,2024,2,2024,1,03,08
2024-03-07,27409658010123.01,7051748549610.47,34461406559733.48,1,2024,2,2024,1,03,07
2024-03-06,27395073293225.10,7045758662531.44,34440831955756.54,1,2024,2,2024,1,03,06
2024-03-05,27394922018989.52,7044028048971.81,34438950067961.33,1,2024,2,2024,1,03,05
2024-03-04,27379505983815.03,7031386208537.02,34410892192352.05,1,2024,2,2024,1,03,04
2024-03-01,27378941449836.41,7014320949165.99,34393262399002.40,1,2024,2,2024,1,03,01
2024-02-29,27380289989183.77,7090793248927.98,34471083238111.75,1,2024,2,2024,1,02,29
2024-02-28,27290151250136.39,7091996957424.14,34382148207560.53,1,2024,2,2024,1,02,28
2024-02-27,27290138516220.85,7115061855089.50,34405200371310.35,1,2024,2,2024,1,02,27
2024-02-26,27270274003272.75,7106043048764.48,34376317052037.23,1,2024,2,2024,1,02,26
2024-02-23,27270277998967.49,7097920373931.67,34368198372899.16,1,2024,2,2024,1,02,23
2024-02-22,27242557270675.99,7089449355644.49,34332006626320.48,1,2024,2,2024,1,02,22
2024-02-21,27209148794470.33,7088619180868.87,34297767975339.20,1,2024,2,2024,1,02,21
2024-02-20,27208868737795.66,7096251893857.85,34305120631653.51,1,2024,2,2024,1,02,20
2024-02-16,27183667231435.16,7083563504673.22,34267230736108.38,1,2024,2,2024,1,02,16
2024-02-15,27184526004247.38,7081535008405.83,34266061012653.21,1,2024,2,2024,1,02,15
2024-02-14,27178010959199.55,7067304272552.47,34245315231752.02,1,2024,2,2024,1,02,14
2024-02-13,27177924667834.49,7091135826080.32,34269060493914.81,1,2024,2,2024,1,02,13
2024-02-12,27148944676868.26,7081838788515.02,34230783465383.28,1,2024,2,2024,1,02,12
2024-02-09,27149917447710.42,7078260848636.45,34228178296346.87,1,2024,2,2024,1,02,09
2024-02-08,27150016696468.02,7078682446985.32,34228699143453.34,1,2024,2,2024,1,02,08
2024-02-07,27125624577903.55,7071969914445.93,34197594492349.48,1,2024,2,2024,1,02,07
2024-02-06,27125821609881.79,7070743038173.98,34196564648055.77,1,2024,2,2024,1,02,06
2024-02-05,27095044263981.65,7058929865486.06,34153974129467.71,1,2024,2,2024,1,02,05
2024-02-02,27095216791114.36,7052130829072.51,34147347620186.87,1,2024,2,2024,1,02,02
2024-02-01,27096145994220.71,7058869635447.96,34155015629668.67,1,2024,2,2024,1,02,01
2024-01-31,27071861894841.00,7119288507552.64,34191150402393.64,1,2024,2,2024,1,01,31
2024-01-30,27058247867739.38,7114581473729.03,34172829341468.41,1,2024,2,2024,1,01,30
2024-01-29,27031268655335.78,7107203835974.24,34138472491310.02,1,2024,2,2024,1,01,29
2024-01-26,27031563517077.75,7103893544561.61,34135457061639.36,1,2024,2,2024,1,01,26
2024-01-25,27031896294653.96,7103634187637.92,34135530482291.88,1,2024,2,2024,1,01,25
2024-01-24,27002945955816.55,7085429121176.76,34088375076993.31,1,2024,2,2024,1,01,24
2024-01-23,27003770167433.26,7105608208310.77,34109378375744.03,1,2024,2,2024,1,01,23
2024-01-22,26985255075314.51,7091416642396.90,34076671717711.41,1,2024,2,2024,1,01,22
2024-01-19,26985839298705.00,7086502734234.15,34072342032939.15,1,2024,2,2024,1,01,19
2024-01-18,26986540939549.35,7083359192203.67,34069900131753.02,1,2024,2,2024,1,01,18
2024-01-17,26977279309230.03,7082884138400.40,34060163447630.43,1,2024,2,2024,1,01,17
2024-01-16,26977085934722.47,7084465647453.58,34061551582176.05,1,2024,2,2024,1,01,16
2024-01-12,26984681279437.27,7073476530013.90,34058157809451.17,1,2024,2,2024,1,01,12
2024-01-11,26985019110585.66,7073494783888.42,34058513894474.08,1,2024,2,2024,1,01,11
2024-01-10,26974362934797.17,7028075942693.64,34002438877490.81,1,2024,2,2024,1,01,10
2024-01-09,26974750049637.37,7050025008944.09,34024775058581.46,1,2024,2,2024,1,01,09
2024-01-08,26973939599749.78,7038259272542.18,34012198872291.96,1,2024,2,2024,1,01,08
2024-01-05,26976084404477.05,7033605651118.76,34009690055595.81,1,2024,2,2024,1,01,05
2024-01-04,26976928852286.78,7029342078398.78,34006270930685.56,1,2024,2,2024,1,01,04
2024-01-03,26967954226517.79,7026265646050.06,33994219872567.85,1,2024,2,2024,1,01,03
2024-01-02,26966333707733.52,7023793814333.31,33990127522066.83,1,2024,2,2024,1,01,02
2023-12-29,26938517614684.59,7062976040880.89,34001493655565.48,1,2024,1,2023,4,12,29
2023-12-28,26891920450910.61,7019307272259.87,33911227723170.48,1,2024,1,2023,4,12,28
2023-12-27,26876335151615.88,7019748226632.17,33896083378248.05,1,2024,1,2023,4,12,27
2023-12-26,26876124826110.32,7029348610162.06,33905473436272.38,1,2024,1,2023,4,12,26
2023-12-22,26880796429891.38,7020222898994.39,33901019328885.77,1,2024,1,2023,4,12,22
2023-12-21,26881279631976.22,7006386458682.18,33887666090658.40,1,2024,1,2023,4,12,21
2023-12-20,26870588772826.80,6999934731881.97,33870523504708.77,1,2024,1,2023,4,12,20
2023-12-19,26869396109579.57,7022719305079.53,33892115414659.10,1,2024,1,2023,4,12,19
2023-12-18,26884939028732.74,7006346105979.34,33891285134712.08,1,2024,1,2023,4,12,18
2023-12-15,26884830017231.68,6999015818324.36,33883845835556.04,1,2024,1,2023,4,12,15
2023-12-14,26839408031723.60,7000993486502.09,33840401518225.69,1,2024,1,2023,4,12,14
2023-12-13,26831255346478.60,6996955240224.82,33828210586703.42,1,2024,1,2023,4,12,13
2023-12-12,26833040275300.98,7018280929987.18,33851321205288.16,1,2024,1,2023,4,12,12
2023-12-11,26845481309902.06,7007047281644.33,33852528591546.39,1,2024,1,2023,4,12,11
2023-12-08,26845547562977.79,7001818570987.49,33847366133965.28,1,2024,1,2023,4,12,08
2023-12-07,26846003455945.39,6986812258814.70,33832815714760.09,1,2024,1,2023,4,12,07
2023-12-06,26836216971556.28,6981894333835.05,33818111305391.33,1,2024,1,2023,4,12,06
2023-12-05,26836499357657.48,6981876798788.72,33818376156446.20,1,2024,1,2023,4,12,05
2023-12-04,26842268790912.46,6972353185685.74,33814621976598.20,1,2024,1,2023,4,12,04
2023-12-01,26841899141108.59,6960778764596.98,33802677905705.57,1,2024,1,2023,4,12,01
2023-11-30,26843822063762.45,7034857303738.75,33878679367501.20,1,2024,1,2023,4,11,30
2023-11-29,26777711219088.21,7071491031182.63,33849202250270.84,1,2024,1,2023,4,11,29
2023-11-28,26777703430303.32,7074148512644.33,33851851942947.65,1,2024,1,2023,4,11,28
2023-11-27,26771780819894.09,7064913173966.26,33836693993860.35,1,2024,1,2023,4,11,27
2023-11-24,26771331485159.67,7055955956735.31,33827287441894.98,1,2024,1,2023,4,11,24
2023-11-22,26720115499960.31,7046303455654.53,33766418955614.84,1,2024,1,2023,4,11,22
2023-11-21,26718585115383.15,7067892421289.93,33786477536673.08,1,2024,1,2023,4,11,21
2023-11-20,26692445815829.42,7057731130389.17,33750176946218.59,1,2024,1,2023,4,11,20
2023-11-17,26692227905141.52,7053933299692.68,33746161204834.20,1,2024,1,2023,4,11,17
2023-11-16,26692308892194.77,7047831408550.30,33740140300745.07,1,2024,1,2023,4,11,16
2023-11-15,26660731529922.48,7042068826834.69,33702800356757.17,1,2024,1,2023,4,11,15
2023-11-14,26682674360903.60,7058084579394.54,33740758940298.14,1,2024,1,2023,4,11,14
2023-11-13,26656511120514.98,7047840223777.05,33704351344292.03,1,2024,1,2023,4,11,13
2023-11-10,26656297228213.21,7044221816895.70,33700519045108.91,1,2024,1,2023,4,11,10
2023-11-09,26656287173188.21,7044415221297.82,33700702394486.03,1,2024,1,2023,4,11,09
2023-11-08,26661887346319.75,7042631955438.58,33704519301758.33,1,2024,1,2023,4,11,08
2023-11-07,26660759220080.83,7062365782803.40,33723125002884.23,1,2024,1,2023,4,11,07
2023-11-06,26630878504859.46,7054670518622.98,33685549023482.44,1,2024,1,2023,4,11,06
2023-11-03,26630035169821.74,7047760798503.63,33677795968325.37,1,2024,1,2023,4,11,03
2023-11-02,26630281961741.23,7064028484339.35,33694310446080.58,1,2024,1,2023,4,11,02
2023-11-01,26575012517991.32,7062948956745.32,33637961474736.64,1,2024,1,2023,4,11,01
2023-10-31,26576222054905.35,7123358284223.14,33699580339128.49,1,2024,1,2023,4,10,31
2023-10-30,26556166875895.44,7119286705255.86,33675453581151.30,1,2024,1,2023,4,10,30
2023-10-27,26555921813583.64,7119662177726.68,33675583991310.32,1,2024,1,2023,4,10,27
2023-10-26,26555584041129.64,7120382649170.96,33675966690300.60,1,2024,1,2023,4,10,26
2023-10-25,26555586966540.18,7117822075798.25,33673409042338.43,1,2024,1,2023,4,10,25
2023-10-24,26555329165607.14,7128889946257.62,33684219111864.76,1,2024,1,2023,4,10,24
2023-10-23,26515454944212.13,7120558838973.59,33636013783185.72,1,2024,1,2023,4,10,23
2023-10-20,26514640558602.24,7112638635740.80,33627279194343.04,1,2024,1,2023,4,10,20
2023-10-19,26514791447517.55,7112152531967.57,33626943979485.12,1,2024,1,2023,4,10,19
2023-10-18,26514600427747.18,7114586677875.61,33629187105622.79,1,2024,1,2023,4,10,18
2023-10-17,26514681646246.71,7134005204720.78,33648686850967.49,1,2024,1,2023,4,10,17
2023-10-16,26474358051666.99,7115946521626.46,33590304573293.45,1,2024,1,2023,4,10,16
2023-10-13,26426737912612.51,7102390342575.97,33529128255188.48,1,2024,1,2023,4,10,13
2023-10-12,26427019000844.73,7096045673167.62,33523064674012.35,1,2024,1,2023,4,10,12
2023-10-11,26436716538490.99,7100421340919.42,33537137879410.41,1,2024,1,2023,4,10,11
2023-10-10,26436036277654.31,7114203028248.53,33550239305902.84,1,2024,1,2023,4,10,10
2023-10-06,26402295025521.83,7108538575708.38,33510833601230.21,1,2024,1,2023,4,10,06
2023-10-05,26401336139723.41,7112046372940.10,33513382512663.51,1,2024,1,2023,4,10,05
2023-10-04,26366947230514.69,7111012817290.78,33477960047805.47,1,2024,1,2023,4,10,04
2023-10-03,26367058728957.29,7107846139069.01,33474904868026.30,1,2024,1,2023,4,10,03
2023-10-02,26339002538627.28,7103146080990.15,33442148619617.43,1,2024,1,2023,4,10,02
2023-09-29,26330142473191.94,6837191571531.22,33167334044723.16,1,2023,4,2023,3,09,29
2023-09-28,26289027123953.30,6837449252984.06,33126476376937.36,1,2023,4,2023,3,09,28
2023-09-27,26274995762333.71,6851915709042.10,33126911471375.81,1,2023,4,2023,3,09,27
2023-09-26,26275119110710.20,6871289883822.16,33146408994532.36,1,2023,4,2023,3,09,26
2023-09-25,26257540552723.90,6854519839226.39,33112060391950.29,1,2023,4,2023,3,09,25
2023-09-22,26257563828493.74,6844401974406.66,33101965802900.40,1,2023,4,2023,3,09,22
2023-09-21,26256883939422.64,6843524418049.17,33100408357471.81,1,2023,4,2023,3,09,21
2023-09-20,26234126979922.55,6836676863562.09,33070803843484.64,1,2023,4,2023,3,09,20
2023-09-19,26234340083526.65,6857504027289.00,33091844110815.65,1,2023,4,2023,3,09,19
2023-09-18,26214774694145.72,6839176143575.18,33053950837720.90,1,2023,4,2023,3,09,18
2023-09-15,26214467619830.38,6830391110637.66,33044858730468.04,1,2023,4,2023,3,09,15
2023-09-14,26166758026969.24,6821874816694.86,32988632843664.10,1,2023,4,2023,3,09,14
2023-09-13,26140787908311.45,6818717245265.57,32959505153577.02,1,2023,4,2023,3,09,13
2023-09-12,26140258067985.33,6839663548727.33,32979921616712.66,1,2023,4,2023,3,09,12
2023-09-11,26109190196680.37,6831439396144.29,32940629592824.66,1,2023,4,2023,3,09,11
2023-09-08,26109080792236.31,6831580411285.56,32940661203521.87,1,2023,4,2023,3,09,08
2023-09-07,26108844533675.44,6826805949872.26,32935650483547.70,1,2023,4,2023,3,09,07
2023-09-06,26077580698557.50,6825573000129.27,32903153698686.77,1,2023,4,2023,3,09,06
2023-09-05,26077617922113.74,6813047295592.09,32890665217705.83,1,2023,4,2023,3,09,05
2023-09-01,26044507800625.70,6797008538428.83,32841516339054.53,1,2023,4,2023,3,09,01
2023-08-31,26044050577584.54,6870098786176.41,32914149363760.95,1,2023,4,2023,3,08,31
2023-08-30,25982664124907.71,6871788732712.39,32854452857620.10,1,2023,4,2023,3,08,30
2023-08-29,25982708609301.70,6873750407310.25,32856459016611.95,1,2023,4,2023,3,08,29
2023-08-28,25947218499165.31,6867224506399.54,32814443005564.85,1,2023,4,2023,3,08,28
2023-08-25,25946514803377.09,6863708742769.77,32810223546146.86,1,2023,4,2023,3,08,25
2023-08-24,25922115213450.97,6855764514954.54,32777879728405.51,1,2023,4,2023,3,08,24
2023-08-23,25886300370614.66,6854072396998.96,32740372767613.62,1,2023,4,2023,3,08,23
2023-08-22,25886489572735.04,6872817707411.95,32759307280146.99,1,2023,4,2023,3,08,22
2023-08-21,25851338453031.71,6859296010089.41,32710634463121.12,1,2023,4,2023,3,08,21
2023-08-18,25850890627408.14,6853524326841.34,32704414954249.48,1,2023,4,2023,3,08,18
2023-08-17,25850475396069.84,6853217148560.19,32703692544630.03,1,2023,4,2023,3,08,17
2023-08-16,25814897784477.01,6846680465200.02,32661578249677.03,1,2023,4,2023,3,08,16
2023-08-15,25814344975175.86,6865596448992.73,32679941424168.59,1,2023,4,2023,3,08,15
2023-08-14,25812732982266.50,6850797467502.27,32663530449768.77,1,2023,4,2023,3,08,14
2023-08-11,25812094620607.35,6846513599635.79,32658608220243.14,1,2023,4,2023,3,08,11
2023-08-10,25812225197718.34,6845837808892.23,32658063006610.57,1,2023,4,2023,3,08,10
2023-08-09,25778304585040.20,6842625742793.91,32620930327834.11,1,2023,4,2023,3,08,09
2023-08-08,25778440181711.50,6865696682925.27,32644136864636.77,1,2023,4,2023,3,08,08
2023-08-07,25759016987176.09,6852289812132.15,32611306799308.24,1,2023,4,2023,3,08,07
2023-08-04,25758851818235.69,6844294256893.84,32603146075129.53,1,2023,4,2023,3,08,04
2023-08-03,25759287856824.22,6845039787664.48,32604327644488.70,1,2023,4,2023,3,08,03
2023-08-02,25740356333124.46,6858995021324.67,32599351354449.13,1,2023,4,2023,3,08,02
2023-08-01,25740123485927.36,6847445496577.85,32587568982505.21,1,2023,4,2023,3,08,01
2023-07-31,25708799188483.91,6899785884182.23,32608585072666.14,1,2023,4,2023,3,07,31
2023-07-28,25752739140296.84,6904381456201.17,32657120596498.01,1,2023,4,2023,3,07,28
2023-07-27,25753140068904.18,6906238622345.23,32659378691249.41,1,2023,4,2023,3,07,27
2023-07-26,25731546565342.25,6903300137401.85,32634846702744.10,1,2023,4,2023,3,07,26
2023-07-25,25731318151865.02,6919905604112.59,32651223755977.61,1,2023,4,2023,3,07,25
2023-07-24,25696796546929.52,6900972490264.11,32597769037193.63,1,2023,4,2023,3,07,24
2023-07-21,25696711160445.54,6896251664018.17,32592962824463.71,1,2023,4,2023,3,07,21
2023-07-20,25696346915423.59,6895879413477.71,32592226328901.30,1,2023,4,2023,3,07,20
2023-07-19,25679252837370.23,6890662138007.97,32569914975378.20,1,2023,4,2023,3,07,19
2023-07-18,25679320577331.03,6911611290661.74,32590931867992.77,1,2023,4,2023,3,07,18
2023-07-17,25640127926386.32,6894882259909.02,32535010186295.34,1,2023,4,2023,3,07,17
2023-07-14,25653572867943.31,6888837915123.21,32542410783066.52,1,2023,4,2023,3,07,14
2023-07-13,25653457820714.17,6888864972685.43,32542322793399.60,1,2023,4,2023,3,07,13
2023-07-12,25633821130387.02,6884574686385.15,32518395816772.17,1,2023,4,2023,3,07,12
2023-07-11,25633781683720.91,6904685134353.32,32538466818074.23,1,2023,4,2023,3,07,11
2023-07-10,25588803096223.83,6892303235964.87,32481106332188.70,1,2023,4,2023,3,07,10
2023-07-07,25589710081130.35,6887846940074.65,32477557021205.00,1,2023,4,2023,3,07,07
2023-07-06,25589897134579.63,6884516187620.92,32474413322200.55,1,2023,4,2023,3,07,06
2023-07-05,25519177294520.73,6882950276436.94,32402127570957.67,1,2023,4,2023,3,07,05
2023-07-03,25459084714008.85,6861775945258.87,32320860659267.72,1,2023,4,2023,3,07,03
2023-06-30,25461998188055.84,6870275996707.15,32332274184762.99,1,2023,3,2023,2,06,30
2023-06-29,25430243041777.75,6887528328138.10,32317771369915.85,1,2023,3,2023,2,06,29
2023-06-28,25361829706692.20,6885167293279.59,32246996999971.79,1,2023,3,2023,2,06,28
2023-06-27,25361694924458.65,6904932744036.02,32266627668494.67,1,2023,3,2023,2,06,27
2023-06-26,25301524659262.37,6893802910067.72,32195327569330.09,1,2023,3,2023,2,06,26
2023-06-23,25300770075189.85,6871806491457.76,32172576566647.61,1,2023,3,2023,2,06,23
2023-06-22,25300472765476.35,6868177132827.59,32168649898303.94,1,2023,3,2023,2,06,22
2023-06-21,25229448283990.68,6866294081506.81,32095742365497.49,1,2023,3,2023,2,06,21
2023-06-20,25228858760169.95,6876344438162.73,32105203198332.68,1,2023,3,2023,2,06,20
2023-06-16,25178190392307.09,6866158484695.55,32044348877002.64,1,2023,3,2023,2,06,16
2023-06-15,25178340697038.00,6860903777199.54,32039244474237.54,1,2023,3,2023,2,06,15
2023-06-14,25102753092893.82,6851694167283.85,31954447260177.67,1,2023,3,2023,2,06,14
2023-06-13,25103112337735.63,6872182398142.32,31975294735877.95,1,2023,3,2023,2,06,13
2023-06-12,25068366483285.59,6857917652737.93,31926284136023.52,1,2023,3,2023,2,06,12
2023-06-09,25067359532394.48,6853789232442.51,31921148764836.99,1,2023,3,2023,2,06,09
2023-06-08,25067556730313.10,6853700851167.14,31921257581480.24,1,2023,3,2023,2,06,08
2023-06-07,25047345441645.83,6809660294701.74,31857005736347.57,1,2023,3,2023,2,06,07
2023-06-06,25047398385875.44,6808582354756.38,31855980740631.82,1,2023,3,2023,2,06,06
2023-06-05,25032142794296.03,6793536028933.41,31825678823229.44,1,2023,3,2023,2,06,05
2023-06-02,24702383053957.66,6764716867070.85,31467099921028.51,1,2023,3,2023,2,06,02
2023-06-01,24690309627385.24,6777329660509.15,31467639287894.39,1,2023,3,2023,2,06,01
2023-05-31,24630686283413.55,6833771182109.43,31464457465522.98,1,2023,3,2023,2,05,31
2023-05-30,24634298664090.12,6829689994675.63,31463988658765.75,1,2023,3,2023,2,05,30
2023-05-26,24635928951197.20,6829013360342.85,31464942311540.05,1,2023,3,2023,2,05,26
2023-05-25,24634289587393.08,6831192654672.39,31465482242065.47,1,2023,3,2023,2,05,25
2023-05-24,24635199871338.14,6826418754598.20,31461618625936.34,1,2023,3,2023,2,05,24
2023-05-23,24620574476453.96,6841580378448.99,31462154854902.95,1,2023,3,2023,2,05,23
2023-05-22,24632270448804.39,6828289461752.92,31460559910557.31,1,2023,3,2023,2,05,22
2023-05-19,24637236875327.69,6824910441451.25,31462147316778.94,1,2023,3,2023,2,05,19
2023-05-18,24637327117844.81,6825349417548.85,31462676535393.66,1,2023,3,2023,2,05,18
2023-05-17,24637068788324.66,6820965874300.84,31458034662625.50,1,2023,3,2023,2,05,17
2023-05-16,24622446659092.64,6836111250599.06,31458557909691.70,1,2023,3,2023,2,05,16
2023-05-15,24632499077869.51,6824608022837.94,31457107100707.45,1,2023,3,2023,2,05,15
2023-05-12,24639658124898.10,6818874044431.71,31458532169329.81,1,2023,3,2023,2,05,12
2023-05-11,24639687475035.30,6819364245074.78,31459051720110.08,1,2023,3,2023,2,05,11
2023-05-10,24641172605144.54,6816249353866.72,31457421959011.26,1,2023,3,2023,2,05,10
2023-05-09,24619937084187.34,6838002772968.17,31457939857155.51,1,2023,3,2023,2,05,09
2023-05-08,24627341968877.85,6829882015666.65,31457223984544.50,1,2023,3,2023,2,05,08
2023-05-05,24636096207170.77,6822678594448.98,31458774801619.75,1,2023,3,2023,2,05,05
2023-05-04,24638820908771.95,6820470933938.83,31459291842710.78,1,2023,3,2023,2,05,04
2023-05-03,24635834770776.97,6821651885886.53,31457486656663.50,1,2023,3,2023,2,05,03
2023-05-02,24620365800256.98,6837631277818.48,31457997078075.46,1,2023,3,2023,2,05,02
2023-05-01,24647679693931.41,6809719186519.44,31457398880450.85,1,2023,3,2023,2,05,01
2023-04-28,24605068022566.94,6852746625848.93,31457814648415.87,1,2023,3,2023,2,04,28
2023-04-27,24607260377321.56,6852359298858.09,31459619676179.65,1,2023,3,2023,2,04,27
2023-04-26,24609136413572.05,6848878264748.21,31458014678320.26,1,2023,3,2023,2,04,26
2023-04-25,24594031097296.96,6864490103938.27,31458521201235.23,1,2023,3,2023,2,04,25
2023-04-24,24606854923098.48,6851084917060.91,31457939840159.39,1,2023,3,2023,2,04,24
2023-04-21,24620279846808.14,6839189163352.41,31459469010160.55,1,2023,3,2023,2,04,21
2023-04-20,24626946141219.75,6833032773668.00,31459978914887.75,1,2023,3,2023,2,04,20
2023-04-19,24629878779698.90,6826735726155.54,31456614505854.44,1,2023,3,2023,2,04,19
2023-04-18,24627869055404.14,6829250509941.47,31457119565345.61,1,2023,3,2023,2,04,18
2023-04-17,24641048702094.30,6815396594225.11,31456445296319.41,1,2023,3,2023,2,04,17
2023-04-14,24670728299167.00,6787251147574.25,31457979446741.25,1,2023,3,2023,2,04,14
2023-04-13,24671975995707.11,6786514895052.29,31458490890759.40,1,2023,3,2023,2,04,13
2023-04-12,24675443057972.80,6781486863386.04,31456929921358.84,1,2023,3,2023,2,04,12
2023-04-11,24656053808856.67,6801385332334.48,31457439141191.15,1,2023,3,2023,2,04,11
2023-04-10,24660050352151.30,6796741794382.60,31456792146533.90,1,2023,3,2023,2,04,10
2023-04-07,24669374971133.27,6788949252929.79,31458324224063.06,1,2023,3,2023,2,04,07
2023-04-06,24669012664010.21,6789822247715.85,31458834911726.06,1,2023,3,2023,2,04,06
2023-04-05,24674103950594.51,6783199274429.07,31457303225023.58,1,2023,3,2023,2,04,05
2023-04-04,24675090313100.14,6782724069791.36,31457814382891.50,1,2023,3,2023,2,04,04
2023-04-03,24697739971933.05,6759422120102.10,31457162092035.15,1,2023,3,2023,2,04,03
2023-03-31,24693515037758.24,6764922537269.94,31458437575028.18,1,2023,2,2023,1,03,31
2023-03-30,24641815856835.50,6819102055165.14,31460917912000.64,1,2023,2,2023,1,03,30
2023-03-29,24649090662093.88,6810303520080.26,31459394182174.14,1,2023,2,2023,1,03,29
2023-03-28,24650286277272.32,6809609472394.87,31459895749667.19,1,2023,2,2023,1,03,28
2023-03-27,24657636419589.87,6801634274425.01,31459270694014.88,1,2023,2,2023,1,03,27
2023-03-24,24670017751549.63,6790767207369.65,31460784958919.28,1,2023,2,2023,1,03,24
2023-03-23,24672446327613.34,6788843837971.41,31461290165584.75,1,2023,2,2023,1,03,23
2023-03-22,24672395872106.05,6785982901386.66,31458378773492.71,1,2023,2,2023,1,03,22
2023-03-21,24654812423447.06,6804065637157.62,31458878060604.68,1,2023,2,2023,1,03,21
2023-03-20,24660461245713.11,6797786320259.93,31458247565973.04,1,2023,2,2023,1,03,20
2023-03-17,24642348579839.15,6817405678290.71,31459754258129.86,1,2023,2,2023,1,03,17
2023-03-16,24651327466524.76,6808929162699.81,31460256629224.57,1,2023,2,2023,1,03,16
2023-03-15,24653951364406.07,6804847893829.41,31458799258235.48,1,2023,2,2023,1,03,15
2023-03-14,24635939474269.94,6823360387010.22,31459299861280.16,1,2023,2,2023,1,03,14
2023-03-13,24688026061245.58,6770503626776.63,31458529688022.21,1,2023,2,2023,1,03,13
2023-03-10,24694495096597.19,6765534458250.42,31460029554847.61,1,2023,2,2023,1,03,10
2023-03-09,24648520075669.90,6812009483924.79,31460529559594.69,1,2023,2,2023,1,03,09
2023-03-08,24655743073935.02,6803263085634.60,31459006159569.62,1,2023,2,2023,1,03,08
2023-03-07,24638105509923.23,6821404118265.70,31459509628188.93,1,2023,2,2023,1,03,07
